y,iqs_leg_scaled_left,iqs_leg_scaled_right,iqs_rev_scaled_left,iqs_rev_scaled_right,score_left,score_right
0.537672905939394,1.9988964993767677,2.0011035006232323,2.9685633726169294,3.0314366273830706,0.9359522079815964,1.0640477920184035
0.5462995057979798,1.999037404380594,2.0009625956194057,2.9569141064948026,3.0430858935051974,0.9342188869179637,1.0657811130820363
0.5549261056565657,1.9989542587040654,2.001045741295935,2.9369461977967086,3.0630538022032914,0.9332034441563265,1.0667965558436734
0.5635527055151516,1.9984311761283429,2.001568823871657,2.903596930435842,3.096403069564158,0.9323768776001069,1.067623122399893
0.5721793053737374,1.99850618415052,2.00149381584948,2.841080643215778,3.158919356784222,0.9312187656029506,1.0687812343970493
0.5808059052323232,1.998703970434514,2.001296029565486,2.735560269566843,3.264439730433157,0.9303333748684142,1.0696666251315858
0.5894325050909092,1.9985387641383665,2.0014612358616333,2.619196421646034,3.380803578353966,0.9302693962401969,1.0697306037598031
0.598059104949495,1.9982762853404377,2.0017237146595623,2.6093030958844516,3.3906969041155484,0.9309657889911898,1.0690342110088102
0.6066857048080808,1.998175880519508,2.001824119480492,2.7484919254945686,3.2515080745054314,0.9324581234051019,1.067541876594898
0.6153123046666668,1.9979686180262302,2.00203138197377,2.9032198805229505,3.0967801194770495,0.934345308480493,1.065654691519507
0.6239389045252526,1.9976726741260933,2.0023273258739067,2.977080926257388,3.022919073742612,0.9360430189589092,1.063956981041091
0.6325655043838384,1.9977588407214355,2.0022411592785643,2.9966570482869366,3.0033429517130634,0.9379429522953503,1.0620570477046496
0.6411921042424242,1.9978434828274125,2.0021565171725877,2.9996758376321226,3.0003241623678774,0.9408819163510717,1.0591180836489285
0.6498187041010102,1.9978211768783352,2.002178823121665,2.999957222564748,3.000042777435252,0.9447718775746436,1.0552281224253564
0.658445303959596,1.99738696460154,2.00261303539846,2.999985043963419,3.000014956036581,0.9490179350031752,1.0509820649968247
0.6670719038181818,1.9962786535675903,2.00372134643241,2.999999001126983,3.000000998873017,0.9535246053412526,1.0464753946587475
0.6756985036767678,1.9946206829597868,2.005379317040213,2.9999999914489317,3.0000000085510683,0.9584754794232409,1.0415245205767591
0.6843251035353536,1.9935899010187013,2.006410098981299,2.999999999990737,3.000000000009263,0.9640266801249904,1.0359733198750096
0.6929517033939394,1.9922511484625944,2.0077488515374053,2.9999999999999987,3.0000000000000013,0.9695790373325407,1.0304209626674592
0.7015783032525253,1.9908389877195318,2.009161012280468,3.0,3.0,0.9733946661874772,1.0266053338125227
0.7102049031111112,1.9897890915656915,2.0102109084343085,3.0,3.0,0.9736556410638155,1.0263443589361845
0.718831502969697,1.9894706910471383,2.010529308952862,3.0,3.0,0.971048090547184,1.028951909452816
0.7274581028282828,1.9882659354339012,2.011734064566099,3.0,3.0,0.9700432394107594,1.0299567605892406
0.7360847026868688,1.986511073429216,2.0134889265707843,3.0,3.0,0.9731500466711624,1.0268499533288376
0.7447113025454546,1.9837091341495035,2.0162908658504968,3.0,3.0,0.975690339359069,1.024309660640931
0.7533379024040404,1.9820897271138178,2.017910272886182,3.0,3.0,0.9731004925140482,1.026899507485952
0.7619645022626264,1.9823699236802188,2.017630076319781,3.0,3.0,0.9683048798829086,1.0316951201170914
0.7705911021212122,1.9823280990833805,2.0176719009166195,3.0,3.0,0.9664852943932124,1.0335147056067877
0.779217701979798,1.981361520038895,2.018638479961105,3.0,3.0,0.9686979540520317,1.0313020459479683
0.7878443018383839,1.9790120862566634,2.0209879137433364,3.0,3.0,0.9743595616594674,1.0256404383405326
0.7964709016969698,1.9739003960425516,2.0260996039574484,3.0,3.0,0.9834089247060509,1.016591075293949
